
03086,2003/12/18,18,30,16,5,26,12,13,5,12,16,18,26,30,13
03087,2003/12/21,5,2,4,24,28,3,13,2,3,4,5,24,28,13
03088,2003/12/25,10,21,24,3,33,22,12,3,10,21,22,24,33,12
03089,2003/12/28,26,19,21,33,27,18,16,18,19,21,26,27,33,16
04001,2004/1/1,7,2,3,25,1,10,7,1,2,3,7,10,25,7
04002,2004/1/4,12,10,31,22,30,18,11,10,12,18,22,30,31,11
04003,2004/1/8,6,3,5,26,33,17,8,3,5,6,17,26,33,8
04004,2004/1/11,29,23,19,10,25,22,9,10,19,22,23,25,29,9
04005,2004/1/15,17,9,16,13,18,11,7,9,11,13,16,17,18,7
04006,2004/1/18,12,20,23,32,18,4,6,4,12,18,20,23,32,6
04007,2004/1/29,25,12,17,28,20,4,9,4,12,17,20,25,28,9
04008,2004/2/1,1,33,32,22,10,7,13,1,7,10,22,32,33,13
04009,2004/2/5,16,10,9,24,1,22,11,1,9,10,16,22,24,11
04010,2004/2/8,19,7,14,13,8,6,15,6,7,8,13,14,19,15
04011,2004/2/12,28,13,4,1,23,30,3,1,4,13,23,28,30,3
04012,2004/2/15,31,33,7,30,1,27,8,1,7,27,30,31,33,8
04013,2004/2/19,21,29,14,12,30,32,13,12,14,21,29,30,32,13
04014,2004/2/22,7,26,11,3,20,17,12,3,7,11,17,20,26,12
04015,2004/2/26,22,23,1,5,18,3,13,1,3,5,18,22,23,13
04016,2004/2/29,30,32,4,28,8,7,5,4,7,8,28,30,32,5
04017,2004/3/4,15,31,25,12,14,5,9,5,12,14,15,25,31,9
04018,2004/3/7,5,6,28,8,2,30,6,2,5,6,8,28,30,6
04019,2004/3/11,11,24,32,23,5,10,4,5,10,11,23,24,32,4
04020,2004/3/14,22,1,31,2,28,9,4,1,2,9,22,28,31,4
04021,2004/3/18,26,5,9,27,17,11,10,5,9,11,17,26,27,10
04022,2004/3/21,30,14,10,3,20,19,6,3,10,14,19,20,30,6
04023,2004/3/25,30,14,19,1,8,17,3,1,8,14,17,19,30,3
04024,2004/3/28,25,21,13,32,23,1,6,1,13,21,23,25,32,6
04025,2004/4/1,33,10,8,29,24,7,4,7,8,10,24,29,33,4
04026,2004/4/4,28,4,10,32,18,14,15,4,10,14,18,28,32,15
04027,2004/4/8,5,32,1,9,10,18,11,1,5,9,10,18,32,11
04028,2004/4/11,10,2,1,3,5,22,12,1,2,3,5,10,22,12
04029,2004/4/15,13,32,22,24,20,9,5,9,13,20,22,24,32,5
04030,2004/4/18,26,17,1,31,9,7,5,1,7,9,17,26,31,5
04031,2004/4/22,21,24,19,6,20,3,11,3,6,19,20,21,24,11
04032,2004/4/25,2,15,8,31,11,5,13,2,5,8,11,15,31,13
04033,2004/4/29,4,9,8,20,1,19,1,1,4,8,9,19,20,1
04034,2004/5/2,2,20,7,30,13,27,14,2,7,13,20,27,30,14
04035,2004/5/6,8,30,27,32,26,2,16,2,8,26,27,30,32,16
04036,2004/5/9,2,13,26,30,18,17,1,2,13,17,18,26,30,1
04037,2004/5/13,26,4,11,17,20,3,5,3,4,11,17,20,26,5
04038,2004/5/16,29,11,25,17,16,28,7,11,16,17,25,28,29,7
04039,2004/5/20,29,25,18,16,10,26,3,10,16,18,25,26,29,3
04040,2004/5/23,7,29,21,17,19,20,11,7,17,19,20,21,29,11
04041,2004/5/27,17,25,29,22,10,8,14,8,10,17,22,25,29,14
04042,2004/5/30,6,10,21,17,13,18,2,6,10,13,17,18,21,2
04043,2004/6/3,9,10,24,21,4,22,10,4,9,10,21,22,24,10
04044,2004/6/6,12,6,7,31,32,2,5,2,6,7,12,31,32,5
04045,2004/6/10,26,1,18,27,12,28,13,1,12,18,26,27,28,13
04046,2004/6/13,15,16,23,7,32,22,14,7,15,16,22,23,32,14
04047,2004/6/17,8,27,31,11,1,7,6,1,7,8,11,27,31,6
04048,2004/6/20,29,11,8,17,9,16,9,8,9,11,16,17,29,9
04049,2004/6/24,14,11,25,12,29,16,9,11,12,14,16,25,29,9
04050,2004/6/27,19,25,6,7,21,29,2,6,7,19,21,25,29,2
04051,2004/7/1,29,10,15,9,2,3,11,2,3,9,10,15,29,11
04052,2004/7/4,15,29,17,1,14,12,9,1,12,14,15,17,29,9
04053,2004/7/8,25,4,2,9,24,3,2,2,3,4,9,24,25,2
04054,2004/7/11,9,28,11,16,14,27,11,9,11,14,16,27,28,11
04055,2004/7/15,32,25,8,19,6,29,7,6,8,19,25,29,32,7
04056,2004/7/18,20,1,30,29,25,21,2,1,20,21,25,29,30,2
04057,2004/7/22,25,23,28,5,32,21,4,5,21,23,25,28,32,4
04058,2004/7/25,12,27,1,8,31,11,12,1,8,11,12,27,31,12
04059,2004/7/29,11,23,4,26,7,19,10,4,7,11,19,23,26,10
04060,2004/8/1,27,24,28,11,3,5,15,3,5,11,24,27,28,15
04061,2004/8/5,16,23,19,13,33,20,9,13,16,19,20,23,33,9
04062,2004/8/8,1,27,25,28,29,12,13,1,12,25,27,28,29,13
04063,2004/8/12,16,7,28,13,10,27,7,7,10,13,16,27,28,7
04064,2004/8/15,18,14,15,31,20,27,4,14,15,18,20,27,31,4
04065,2004/8/19,13,14,32,29,33,27,8,13,14,27,29,32,33,8
04066,2004/8/22,23,24,25,13,5,20,3,5,13,20,23,24,25,3
04067,2004/8/24,6,1,13,32,16,7,4,1,6,7,13,16,32,4
04068,2004/8/26,31,11,24,2,13,8,15,2,8,11,13,24,31,15
04069,2004/8/29,2,20,29,22,11,15,5,2,11,15,20,22,29,5
04070,2004/8/31,21,33,30,10,22,12,6,10,12,21,22,30,33,6
04071,2004/9/2,21,3,8,16,17,29,6,3,8,16,17,21,29,6
04072,2004/9/5,33,30,15,28,8,18,14,8,15,18,28,30,33,14
04073,2004/9/7,16,7,23,28,2,13,16,2,7,13,16,23,28,16
04074,2004/9/9,19,26,6,15,5,29,13,5,6,15,19,26,29,13
04075,2004/9/12,27,7,21,18,26,28,7,7,18,21,26,27,28,7
04076,2004/9/14,17,13,3,25,5,31,7,3,5,13,17,25,31,7
04077,2004/9/16,8,10,9,26,14,16,7,8,9,10,14,16,26,7
04078,2004/9/19,4,24,21,26,10,5,5,4,5,10,21,24,26,5
04079,2004/9/21,13,30,7,14,19,17,3,7,13,14,17,19,30,3
04080,2004/9/23,20,26,24,3,23,8,16,3,8,20,23,24,26,16
04081,2004/9/26,3,24,5,32,21,27,6,3,5,21,24,27,32,6
04082,2004/9/28,24,20,29,3,30,27,15,3,20,24,27,29,30,15
04083,2004/9/30,16,33,28,14,30,27,6,14,16,27,28,30,33,6
04084,2004/10/3,21,8,4,25,1,11,14,1,4,8,11,21,25,14
04085,2004/10/5,29,11,8,32,3,30,1,3,8,11,29,30,32,1
04086,2004/10/7,19,10,27,25,13,18,1,10,13,18,19,25,27,1
04087,2004/10/10,26,8,25,3,1,7,14,1,3,7,8,25,26,14
04088,2004/10/12,19,10,22,2,24,32,14,2,10,19,22,24,32,14
04089,2004/10/14,14,25,17,28,30,20,14,14,17,20,25,28,30,14
04090,2004/10/17,1,24,20,32,18,33,12,1,18,20,24,32,33,12
04091,2004/10/19,33,13,14,30,21,9,1,9,13,14,21,30,33,1
04092,2004/10/21,28,8,1,31,13,4,2,1,4,8,13,28,31,2
04093,2004/10/24,11,33,32,14,27,20,5,11,14,20,27,32,33,5
04094,2004/10/26,9,5,10,24,25,13,8,5,9,10,13,24,25,8
04095,2004/10/28,22,19,28,32,30,27,1,19,22,27,28,30,32,1
04096,2004/10/31,16,30,4,12,1,20,15,1,4,12,16,20,30,15
04097,2004/11/2,26,31,10,29,20,19,14,10,19,20,26,29,31,14
04098,2004/11/4,13,12,26,25,3,31,3,3,12,13,25,26,31,3
04099,2004/11/7,10,22,5,33,26,21,2,5,10,21,22,26,33,2
04100,2004/11/9,8,14,33,6,9,24,15,6,8,9,14,24,33,15
04101,2004/11/11,26,2,25,9,14,19,15,2,9,14,19,25,26,15
04102,2004/11/14,32,12,9,28,3,15,1,3,9,12,15,28,32,1
04103,2004/11/16,5,2,9,21,16,3,2,2,3,5,9,16,21,2
04104,2004/11/18,17,18,11,29,24,7,5,7,11,17,18,24,29,5
04105,2004/11/21,9,21,7,23,10,30,12,7,9,10,21,23,30,12
04106,2004/11/23,26,23,15,29,28,10,12,10,15,23,26,28,29,12
04107,2004/11/25,20,18,1,8,13,12,7,1,8,12,13,18,20,7
04108,2004/11/28,27,14,28,31,8,13,12,8,13,14,27,28,31,12
04109,2004/11/30,17,8,10,6,31,30,14,6,8,10,17,30,31,14
04110,2004/12/2,19,14,20,21,31,22,11,14,19,20,21,22,31,11
04111,2004/12/5,31,26,18,20,16,11,2,11,16,18,20,26,31,2
04112,2004/12/7,21,15,9,13,33,26,6,9,13,15,21,26,33,6
04113,2004/12/10,8,32,10,25,31,23,7,8,10,23,25,31,32,7
04114,2004/12/13,9,6,22,1,17,21,1,1,6,9,17,21,22,1
04115,2004/12/14,20,33,16,30,2,31,1,2,16,20,30,31,33,1
04116,2004/12/16,14,33,3,1,5,8,3,1,3,5,8,14,33,3
04117,2004/12/19,25,3,14,24,7,1,7,1,3,7,14,24,25,7
04118,2004/12/21,12,7,30,3,4,31,15,3,4,7,12,30,31,15
04119,2004/12/23,20,25,6,18,9,33,6,6,9,18,20,25,33,6
04120,2004/12/26,7,27,8,21,32,18,10,7,8,18,21,27,32,10
04121,2004/12/28,32,30,18,7,13,16,10,7,13,16,18,30,32,10
04122,2004/12/30,31,14,11,22,3,24,15,3,11,14,22,24,31,15
05001,2005/1/2,8,27,28,23,1,7,14,1,7,8,23,27,28,14
05002,2005/1/4,9,26,28,33,20,6,14,6,9,20,26,28,33,14
05003,2005/1/6,22,12,19,31,15,9,16,9,12,15,19,22,31,16
05004,2005/1/9,8,9,1,22,23,4,3,1,4,8,9,22,23,3
05005,2005/1/11,28,9,20,26,33,5,15,5,9,20,26,28,33,15
05006,2005/1/13,31,5,2,21,4,15,16,2,4,5,15,21,31,16
05007,2005/1/16,33,7,20,17,15,23,15,7,15,17,20,23,33,15
05008,2005/1/18,33,32,11,22,27,19,11,11,19,22,27,32,33,11
05009,2005/1/20,31,2,29,22,17,27,14,2,17,22,27,29,31,14
05010,2005/1/23,18,8,11,26,25,10,1,8,10,11,18,25,26,1
05011,2005/1/25,9,13,15,30,11,22,15,9,11,13,15,22,30,15
05012,2005/1/27,6,2,22,16,31,3,5,2,3,6,16,22,31,5
05013,2005/1/30,20,7,24,19,8,16,6,7,8,16,19,20,24,6
05014,2005/2/1,32,21,19,30,13,23,5,13,19,21,23,30,32,5
05015,2005/2/3,4,9,8,16,29,17,15,4,8,9,16,17,29,15
05016,2005/2/6,12,1,30,6,16,5,15,1,5,6,12,16,30,15
05017,2005/2/16,25,10,31,27,2,6,3,2,6,10,25,27,31,3
05018,2005/2/17,23,25,22,1,6,3,6,1,3,6,22,23,25,6
05019,2005/2/20,12,6,11,19,13,22,8,6,11,12,13,19,22,8
05020,2005/2/22,20,25,19,29,14,16,5,14,16,19,20,25,29,5
05021,2005/2/24,31,24,26,30,6,2,16,2,6,24,26,30,31,16
05022,2005/2/27,10,32,8,33,12,21,4,8,10,12,21,32,33,4
05023,2005/3/1,19,20,21,10,25,15,12,10,15,19,20,21,25,12
05024,2005/3/3,9,27,14,5,31,32,13,5,9,14,27,31,32,13
05025,2005/3/6,32,7,13,10,11,1,7,1,7,10,11,13,32,7
05026,2005/3/8,6,26,14,25,12,20,7,6,12,14,20,25,26,7
05027,2005/3/10,3,1,32,6,21,4,15,1,3,4,6,21,32,15
05028,2005/3/13,9,26,25,32,22,4,10,4,9,22,25,26,32,10
05029,2005/3/15,2,14,21,22,30,27,14,2,14,21,22,27,30,14
05030,2005/3/17,9,22,28,14,5,1,5,1,5,9,14,22,28,5
05031,2005/3/20,16,20,32,10,4,23,7,4,10,16,20,23,32,7
05032,2005/3/22,19,20,15,25,5,29,3,5,15,19,20,25,29,3
05033,2005/3/24,8,7,20,12,14,19,7,7,8,12,14,19,20,7
05034,2005/3/27,28,17,5,25,32,18,9,5,17,18,25,28,32,9
05035,2005/3/29,21,28,29,30,16,12,14,12,16,21,28,29,30,14
05036,2005/3/31,26,19,31,21,12,20,15,12,19,20,21,26,31,15
05037,2005/4/3,32,7,14,24,22,12,16,7,12,14,22,24,32,16
05038,2005/4/5,28,11,27,20,7,4,16,4,7,11,20,27,28,16
05039,2005/4/7,16,21,2,19,29,18,9,2,16,18,19,21,29,9
05040,2005/4/10,30,21,24,32,12,1,13,1,12,21,24,30,32,13
05041,2005/4/12,16,23,11,29,24,2,3,2,11,16,23,24,29,3
05042,2005/4/14,30,16,27,26,11,21,15,11,16,21,26,27,30,15
05043,2005/4/17,4,5,8,7,32,6,5,4,5,6,7,8,32,5
05044,2005/4/19,18,22,6,17,16,1,9,1,6,16,17,18,22,9
05045,2005/4/21,18,7,15,10,1,20,10,1,7,10,15,18,20,10
05046,2005/4/24,16,9,22,18,24,20,5,9,16,18,20,22,24,5
05047,2005/4/26,7,5,2,3,8,27,15,2,3,5,7,8,27,15
05048,2005/4/28,16,10,6,28,7,8,2,6,7,8,10,16,28,2
05049,2005/5/1,2,3,8,27,10,25,12,2,3,8,10,25,27,12
05050,2005/5/3,2,26,32,9,20,12,13,2,9,12,20,26,32,13
05051,2005/5/5,21,14,20,3,19,6,2,3,6,14,19,20,21,2
05052,2005/5/8,1,14,17,32,2,30,1,1,2,14,17,30,32,1
05053,2005/5/10,4,7,14,29,27,10,9,4,7,10,14,27,29,9
05054,2005/5/12,29,17,13,5,18,21,14,5,13,17,18,21,29,14
05055,2005/5/15,30,5,32,22,20,33,9,5,20,22,30,32,33,9
05056,2005/5/17,19,31,27,17,12,29,9,12,17,19,27,29,31,9
05057,2005/5/19,6,5,15,10,30,31,13,5,6,10,15,30,31,13
05058,2005/5/22,6,21,26,10,25,4,10,4,6,10,21,25,26,10
05059,2005/5/24,24,7,11,18,14,29,7,7,11,14,18,24,29,7
05060,2005/5/26,33,25,9,21,12,31,13,9,12,21,25,31,33,13
05061,2005/5/29,9,24,23,14,21,5,1,5,9,14,21,23,24,1
05062,2005/5/31,2,11,23,12,7,20,7,2,7,11,12,20,23,7
05063,2005/6/2,18,30,2,13,22,11,4,2,11,13,18,22,30,4
05064,2005/6/5,18,32,30,10,27,23,8,10,18,23,27,30,32,8
05065,2005/6/7,12,16,21,17,23,22,16,12,16,17,21,22,23,16
05066,2005/6/9,2,4,10,25,28,11,5,2,4,10,11,25,28,5
05067,2005/6/12,16,26,21,3,20,12,16,3,12,16,20,21,26,16
05068,2005/6/14,33,1,25,8,13,10,13,1,8,10,13,25,33,13
05069,2005/6/16,33,7,31,24,9,21,12,7,9,21,24,31,33,12
05070,2005/6/19,4,8,26,14,16,3,4,3,4,8,14,16,26,4
05071,2005/6/21,8,16,14,12,4,22,10,4,8,12,14,16,22,10
05072,2005/6/23,20,6,24,33,10,19,11,6,10,19,20,24,33,11
05073,2005/6/26,1,9,6,8,18,20,1,1,6,8,9,18,20,1
05074,2005/6/28,29,26,6,18,9,20,9,6,9,18,20,26,29,9
05075,2005/6/30,16,18,11,13,31,14,14,11,13,14,16,18,31,14
05076,2005/7/3,4,22,28,11,25,9,13,4,9,11,22,25,28,13
05077,2005/7/5,22,17,33,24,8,32,16,8,17,22,24,32,33,16
05078,2005/7/7,15,20,32,26,3,11,11,3,11,15,20,26,32,11
05079,2005/7/10,24,28,25,3,9,20,5,3,9,20,24,25,28,5
05080,2005/7/12,14,12,32,26,27,1,16,1,12,14,26,27,32,16
05081,2005/7/14,10,2,30,26,12,4,3,2,4,10,12,26,30,3
05082,2005/7/17,7,1,19,20,11,14,12,1,7,11,14,19,20,12
05083,2005/7/19,5,16,9,3,14,30,13,3,5,9,14,16,30,13
05084,2005/7/21,1,7,15,2,20,19,3,1,2,7,15,19,20,3
05085,2005/7/24,22,14,8,13,9,20,12,8,9,13,14,20,22,12
05086,2005/7/26,24,11,7,12,27,29,12,7,11,12,24,27,29,12
05087,2005/7/28,23,15,16,8,9,26,8,8,9,15,16,23,26,8
05088,2005/7/31,24,18,3,20,7,1,7,1,3,7,18,20,24,7
05089,2005/8/2,5,26,19,31,23,20,12,5,19,20,23,26,31,12
05090,2005/8/4,9,21,25,29,1,32,3,1,9,21,25,29,32,3
05091,2005/8/7,27,12,26,15,11,1,13,1,11,12,15,26,27,13
05092,2005/8/9,8,31,19,28,26,13,10,8,13,19,26,28,31,10
05093,2005/8/11,23,6,29,25,17,4,14,4,6,17,23,25,29,14
05094,2005/8/14,33,27,3,5,9,23,3,3,5,9,23,27,33,3
05095,2005/8/16,12,28,9,29,18,21,5,9,12,18,21,28,29,5
05096,2005/8/18,26,17,4,33,5,18,4,4,5,17,18,26,33,4
05097,2005/8/21,28,10,5,27,30,23,15,5,10,23,27,28,30,15
05098,2005/8/23,33,15,12,31,22,19,1,12,15,19,22,31,33,1
05099,2005/8/25,16,13,31,10,24,22,9,10,13,16,22,24,31,9
05100,2005/8/28,4,2,31,9,14,16,3,2,4,9,14,16,31,3
05101,2005/8/30,22,9,19,21,16,24,12,9,16,19,21,22,24,12
05102,2005/9/1,14,6,5,24,2,31,12,2,5,6,14,24,31,12
05103,2005/9/4,4,18,30,16,23,7,7,4,7,16,18,23,30,7
05104,2005/9/6,4,2,23,21,30,33,9,2,4,21,23,30,33,9
05105,2005/9/8,23,15,32,4,33,30,3,4,15,23,30,32,33,3
05106,2005/9/11,13,31,1,11,24,26,13,1,11,13,24,26,31,13
05107,2005/9/13,9,25,26,24,10,20,11,9,10,20,24,25,26,11
05108,2005/9/15,12,30,29,10,3,24,6,3,10,12,24,29,30,6
05109,2005/9/18,31,3,17,15,5,13,4,3,5,13,15,17,31,4
05110,2005/9/20,25,16,19,24,7,10,9,7,10,16,19,24,25,9
05111,2005/9/22,7,29,3,19,16,15,9,3,7,15,16,19,29,9
05112,2005/9/25,30,29,4,28,12,22,16,4,12,22,28,29,30,16
05113,2005/9/27,26,18,27,22,20,15,3,15,18,20,22,26,27,3
05114,2005/9/29,15,21,10,27,7,6,6,6,7,10,15,21,27,6
05115,2005/10/2,33,18,3,12,23,30,2,3,12,18,23,30,33,2
05116,2005/10/4,15,30,14,6,8,4,10,4,6,8,14,15,30,10
05117,2005/10/6,28,22,27,6,17,32,3,6,17,22,27,28,32,3
05118,2005/10/9,15,4,9,26,12,31,16,4,9,12,15,26,31,16
05119,2005/10/11,1,20,11,18,22,7,2,1,7,11,18,20,22,2
05120,2005/10/13,18,6,1,13,32,30,14,1,6,13,18,30,32,14
05121,2005/10/16,32,31,7,25,1,20,12,1,7,20,25,31,32,12
05122,2005/10/18,32,14,1,30,4,7,9,1,4,7,14,30,32,9
05123,2005/10/20,13,18,12,25,11,17,7,11,12,13,17,18,25,7
05124,2005/10/23,5,31,6,19,33,10,11,5,6,10,19,31,33,11
05125,2005/10/25,6,31,14,18,32,28,3,6,14,18,28,31,32,3
05126,2005/10/27,13,26,19,8,25,2,9,2,8,13,19,25,26,9
05127,2005/10/30,4,25,11,23,6,14,12,4,6,11,14,23,25,12
05128,2005/11/1,14,23,29,2,4,33,15,2,4,14,23,29,33,15
05129,2005/11/3,14,20,10,27,5,33,3,5,10,14,20,27,33,3
05130,2005/11/6,25,20,15,9,3,5,16,3,5,9,15,20,25,16
05131,2005/11/8,2,12,7,10,11,24,3,2,7,10,11,12,24,3
05132,2005/11/10,18,10,4,29,27,2,15,2,4,10,18,27,29,15
05133,2005/11/13,18,14,7,1,25,16,11,1,7,14,16,18,25,11
05134,2005/11/15,4,13,26,14,30,18,1,4,13,14,18,26,30,1
05135,2005/11/17,13,1,15,5,25,21,11,1,5,13,15,21,25,11
05136,2005/11/20,27,16,5,25,14,18,13,5,14,16,18,25,27,13
05137,2005/11/22,9,23,33,25,15,3,12,3,9,15,23,25,33,12
05138,2005/11/24,3,20,5,22,11,6,13,3,5,6,11,20,22,13
05139,2005/11/27,2,33,7,23,20,32,10,2,7,20,23,32,33,10
05140,2005/11/29,4,8,12,17,7,6,7,4,6,7,8,12,17,7
05141,2005/12/1,3,16,19,5,12,8,15,3,5,8,12,16,19,15
05142,2005/12/4,7,17,10,29,22,12,5,7,10,12,17,22,29,5
05143,2005/12/6,10,17,32,3,15,20,8,3,10,15,17,20,32,8
05144,2005/12/8,15,19,14,1,27,8,9,1,8,14,15,19,27,9
05145,2005/12/11,20,28,7,3,17,8,15,3,7,8,17,20,28,15
05146,2005/12/13,7,24,11,28,19,20,2,7,11,19,20,24,28,2
05147,2005/12/15,7,28,6,15,30,27,10,6,7,15,27,28,30,10
05148,2005/12/18,3,29,15,23,24,17,13,3,15,17,23,24,29,13
05149,2005/12/20,16,11,25,23,21,32,7,11,16,21,23,25,32,7
05150,2005/12/22,14,20,18,10,3,7,2,3,7,10,14,18,20,2
05151,2005/12/25,19,4,13,12,30,11,5,4,11,12,13,19,30,5
05152,2005/12/27,12,27,14,5,21,1,3,1,5,12,14,21,27,3
05153,2005/12/29,7,4,5,21,26,29,1,4,5,7,21,26,29,1
06001,2006/1/1,28,12,15,21,19,1,3,1,12,15,19,21,28,3
06002,2006/1/3,13,28,7,21,26,16,9,7,13,16,21,26,28,9
06003,2006/1/5,16,4,5,2,6,20,12,2,4,5,6,16,20,12
06004,2006/1/8,4,8,17,27,31,28,7,4,8,17,27,28,31,7
